1000
4.86 48.47 17.57
19.41 113.6 -0.22
2.253 19.79 3.749
-4.034 -20.89 -1.102
-11.08 -66.28 -6.338
-5.354 -33.59 -6.276
-2.698 -17.25 -5.071
4.977 10.58 -20.99
11.25 54.59 -12.72
3.03 15.7 -4.772
3.376 41.41 18.97
0.0909 6.371 2.653
1.753 7.505 -5.689
14.86 110 22.06
12.65 82.79 7.495
-0.9595 3.221 5.49
11.87 64.09 -6.766
-9.248 -37.75 11.76
1.369 22.55 11.54
-6.758 -48.18 -12.85
-3.995 -12.27 7.307
15.3 80.6 -9.832
15.66 102 9.522
19.98 100.9 -16.21
-4.547 -11.3 11.41
6.168 35.76 -2.592
3.393 42.31 19.77
18.94 94.43 -16.71
2.29 7.938 -8.313
15.81 98.5 5.209
-1.718 -5.87 0.7245
8.014 55.64 6.756
13.7 75.52 -5.762
-18.88 -107.8 -3.439
2.42 27.22 10.23
-5.78 -41.52 -11.77
-6.144 -37.59 -5.774
13.05 75.62 -1.981
17.34 99.04 -2.994
7.141 52.6 8.7
9.978 63.39 3.312
-6.091 -23.91 7.614
-10.6 -57.8 -0.5543
-15.38 -84.74 -0.264
11.6 58.61 -10.69
-9.311 -53.69 -3.82
-17.82 -99.68 -1.314
13.07 77.34 -0.3796
16.39 119.4 22.77
-16.49 -91.9 -1.111
-5.036 -20.89 4.615
16.81 79.04 -19.95
3.24 23.44 1.771
-18.42 -103.4 -1.626
17.08 108.1 7.537
8.852 54.76 1.104
-19.16 -98.86 7.133
18.57 127.4 18.33
15.79 87.06 -6.149
-9.516 -49.64 1.4
-13.55 -81.79 -7.748
2.51 21.27 3.766
16.95 90.77 -9.064
-11.5 -64.36 -2.001
0.06564 7.191 3.616
-10.28 -47.06 8.331
-3.417 -25.55 -9.279
-4.512 -9.974 12.54
-12.18 -54.17 12.04
-19.11 -103.3 2.423
-5.785 -38.71 -8.938
19.43 111.1 -2.874
-1.805 -10.55 -3.456
11.57 74.78 5.646
-1.713 -19.55 -12.99
3.765 21.53 -3.133
10.95 71.84 6.2
16.62 103.7 5.726
14.07 78.03 -5.368
12.99 80.75 3.504
10.26 71.97 10.29
2.871 21.99 2.422
3.436 32.93 10.14
18.85 107.2 -3.486
-5.409 -19.71 7.924
-3.875 -13.18 5.708
12.47 67.69 -6.604
14.43 86.36 0.9258
8.427 61.66 10.43
-3.642 -0.5972 16.96
16.81 100.1 1.156
2.581 30.91 13
-11.74 -71 -7.258
-1.409 -5.946 -1.118
-1.345 -21.68 -17.21
11.25 71.56 4.249
9.512 42.2 -15.22
1.049 13.49 4.309
-6.85 -36.7 -0.8493
-6.392 -35.32 -2.087
5.765 28.66 -7.399
-6.44 -28.08 5.431
17.85 129.2 24.22
15.16 75.85 -13.76
0.8388 22.09 14.11
-8.51 -50.83 -5.526
-19.51 -118.2 -10.21
18.93 107.3 -3.806
4.463 36.54 7.895
6.155 33.63 -4.655
10.75 73.21 8.745
1.303 -1.499 -12.13
-4.812 -38.3 -14.07
14.04 74.39 -8.84
-4.672 -13.18 10.25
2.197 17.12 1.401
-1.99 8.728 16.87
-13.53 -78.45 -4.518
3.974 19.86 -5.993
-16.58 -108 -16.68
1.756 16.54 3.323
19.54 103 -11.58
17.82 97.47 -7.298
12.94 78.07 1.11
11.54 67.03 -1.971
17.31 118.9 17.03
4.831 23.76 -6.982
-1.274 -21.78 -17.72
15.69 69.79 -22.86
0.2708 -6.581 -11.32
4.064 33.13 6.761
-0.9617 0.3533 2.635
-11.04 -54.2 5.544
5.932 41.02 4.01
-0.6073 17.13 17.39
-15.58 -99.18 -13.58
6.976 38.44 -4.52
15.49 99.65 8.141
10.63 62.38 -1.404
-17.27 -109 -13.78
-15.34 -81.63 2.611
-4.141 -20.17 0.2345
-8.068 -41.86 0.9295
13.77 77.99 -3.684
3.424 22.62 -0.0986
-10.42 -66.16 -9.958
-10.6 -62.73 -5.487
7.022 34.86 -8.362
14.14 86.52 2.705
0.4935 4.447 -1.566
-19.87 -111.9 -1.912
12.72 63.91 -11.83
10.77 65.9 1.319
-15.62 -74.21 11.6
-12.13 -77.21 -11.24
-4.855 -19.27 5.202
-2.972 -8.763 4.975
2.483 18.33 0.9775
15.12 80.25 -9.13
-4.036 -15.83 3.974
-16.91 -96.61 -3.447
14.07 62.69 -20.71
-8.851 -43.74 3.512
0.09252 5.078 1.351
4.055 51.34 25.02
-9.288 -57.08 -7.336
-3.801 -21.74 -3.28
-3.454 -2.3 14.19
-5.089 -36.32 -10.51
11.39 81.89 13.73
-14.93 -85.99 -4.109
18.76 98.63 -11.48
-15.82 -90.56 -3.596
0.589 14.13 7.574
16.53 86.29 -11.12
-11.98 -64.74 0.3453
-17.56 -97.31 -0.4012
-12.13 -70.04 -4.09
-19.87 -116.5 -6.419
-6.857 -39.62 -3.733
-19.4 -108.8 -1.46
-9.983 -49.98 3.723
13.29 75.05 -3.897
-0.5493 -4.652 -4.721
1.935 19.88 5.648
12.3 82.29 8.97
17.05 79.45 -20.92
-1.78 -6.1 0.8452
-15.21 -76.75 6.725
-3.533 -2.789 14.15
-7.001 -43.55 -6.845
-9.966 -45.02 8.594
-1.198 -3.241 0.3902
6.077 22.43 -15.41
-2.183 -10.67 -1.428
0.1569 -22.74 -26.83
-7.435 -53.7 -14.52
18.67 115.6 6.005
-8.762 -35.76 10.98
19.95 116.7 -0.2422
11 67.11 1.206
-5.281 -21.03 5.875
3.36 13.57 -8.779
6.702 57.32 15.92
-20 -99.38 11.41
-14.27 -91.76 -13.62
1.715 13.2 0.2219
11.81 51.78 -18.76
-8.815 -45.41 1.631
3.095 21.44 0.6004
15.64 81.02 -11.35
-13.82 -76.09 -0.5197
2.338 18.03 1.503
3.259 24.45 2.674
-3.69 -15.12 2.716
-19.55 -99.45 8.79
15.46 75.8 -15.5
4.699 37.05 7.071
-4.26 -31.58 -10.49
-8.652 -28.19 17.93
-14.95 -80.92 1.106
-14.39 -64.7 14.14
2.543 20.38 2.688
-14.85 -103.4 -21.99
0.9222 11.04 2.579
2.933 9.036 -10.88
13.55 73.31 -7.107
15.04 88.99 0.05034
-19.07 -114.2 -8.703
16.3 92.6 -3.527
-17.96 -91.88 7.276
19.94 115.2 -1.61
9.247 63.02 7.108
5.695 41.96 6.296
-4.655 -24.38 -1.047
3.611 21.54 -2.245
19.1 120.7 8.667
18.25 98.57 -8.651
-12.97 -72.16 -1.439
10.67 57.92 -6.082
-0.07165 6.338 3.546
-9.139 -48.72 0.1733
15.86 112 18.42
-15.43 -83.38 1.354
-14.56 -73.37 6.421
11.39 62.32 -5.779
3.966 12.05 -13.76
-14.96 -77.82 4.241
-16.61 -88.13 3.335
-4.222 -21.81 -0.9423
-15.22 -88.28 -4.704
-2.942 -13.1 0.4686
19.68 115.5 0.1593
-16.77 -77.86 14.55
12.57 82.93 8.096
-18.83 -95.07 9.084
9.344 58.26 1.798
12.74 72.5 -3.345
-11.63 -55.8 7.29
7.91 46.78 -1.507
12.5 76.74 2.312
10.18 81.77 20.52
-1.788 -24.28 -17.29
11.95 76.69 5.404
-18.49 -94.86 7.302
-4.609 -22.62 0.4523
12.01 60.88 -10.75
-4.215 -9.005 11.82
13.12 84.23 6.224
17.16 93.08 -7.925
-15.32 -85.28 -1.17
1.646 15.68 3.096
19.92 117.2 0.419
2.06 10.78 -4.16
-10.3 -42.65 12.86
-15.57 -75.22 10.31
19.31 118.6 5.27
-19.07 -112.6 -7.083
11.58 68.14 -1.056
-17.22 -93.58 1.365
12.01 72.66 1.029
10.63 69.83 6.024
12.26 73.59 0.4879
2.545 38.69 20.98
-17.88 -93.65 5.067
-10.51 -57.43 -0.72
-12.43 -55.1 12.56
-17.11 -86.31 8.031
5.631 39.35 4.052
17.43 95.12 -7.407
9.245 39.13 -16.77
0.7188 6.028 -1.269
-6.31 -31.02 1.746
1.919 22.84 8.7
14.16 75.96 -7.962
-5.592 -24.56 4.12
18.46 121.1 12.73
10.88 56.96 -8.277
-12.72 -77.44 -8.14
-5.492 -50.61 -22.51
0.08964 16.07 12.36
0.9443 10.5 1.914
-13.43 -73.49 -0.1371
19.17 112.1 -0.369
9.204 64.48 8.82
11.95 78.56 7.271
-17.18 -88.29 6.411
-13.67 -58.34 16.37
10.28 47.35 -14.44
-5.757 -26 3.616
18.43 119 10.74
-12.67 -67.43 1.573
10.73 62.92 -1.421
-15.81 -84.18 2.742
4.75 28.17 -2.104
13.29 85.03 6.087
2.121 17.97 2.687
10.71 58.66 -5.573
8.161 34.69 -15.03
14.57 89.03 2.804
10.36 70.12 7.862
